stay_id,spot_id,place_id,place_name,spot_name,stay_name,price_per_night,budget_range
347,174,56,Lohagad,Vinchukata,Chandgad Forest Lodge,1600,Low
348,174,56,Lohagad,Vinchukata,Chandgad Nature Resort,4200,High
349,175,57,Visapur Fort,Visapur Fort,Savarde Ghat Stay,1500,Low
350,175,57,Visapur Fort,Visapur Fort,Savarde Valley Resort,3800,Mid
351,176,57,Visapur Fort,Visapur Village,Sangli City Guest House,1800,Mid
352,176,57,Visapur Fort,Visapur Village,Sangli Premium Hotel,4200,High
353,177,57,Visapur Fort,Visapur Waterfalls,Miraj Transit Lodge,1600,Low
354,177,57,Visapur Fort,Visapur Waterfalls,Miraj Comfort Stay,3200,Mid
355,178,58,Sinhagad,Sinhagad Fort Top,Tasgaon Vineyard Stay,2200,Mid
356,178,58,Sinhagad,Sinhagad Fort Top,Tasgaon Wine Resort,5800,High
357,179,58,Sinhagad,Kalyan Darwaja,Jat Desert Stay,1400,Low
358,179,58,Sinhagad,Kalyan Darwaja,Jat Comfort Lodge,3000,Mid
359,180,58,Sinhagad,Pune Darwaja,Atpadi Town Inn,1300,Low
360,180,58,Sinhagad,Pune Darwaja,Atpadi Premium Stay,3400,Mid
511,311,58,Sinhagad,Fort Museum,Skyline Premium Suites,5900,
361,181,59,Rajmachi,Rajmachi Fort,Khanapur Forest Stay,1500,Low
362,181,59,Rajmachi,Rajmachi Fort,Khanapur Nature Resort,3800,Mid
363,182,59,Rajmachi,Shrivardhan Fort,Vita City Guest House,1600,Low
364,182,59,Rajmachi,Shrivardhan Fort,Vita Business Hotel,3600,Mid
365,183,59,Rajmachi,Manaranjan Fort,Islampur Riverside Stay,1800,Mid
366,183,59,Rajmachi,Manaranjan Fort,Islampur Comfort Hotel,3200,Mid
512,312,59,Rajmachi,Trekking Base Camp,Backpacker Base Hostel,700,
367,184,60,Devkund,Devkund Waterfall,Shirala Hill Stay,1600,Low
368,184,60,Devkund,Devkund Waterfall,Shirala Valley Resort,4200,High
369,185,60,Devkund,Bhira Dam,Palus Sugar Belt Stay,1500,Low
370,185,60,Devkund,Bhira Dam,Palus Comfort Lodge,3200,Mid
371,186,60,Devkund,Forest Trail,Malshiras Town Inn,1400,Low
372,186,60,Devkund,Forest Trail,Malshiras Business Stay,3000,Mid
478,278,60,Devkund,Bhira Forest,Countryside Homestay,1600,
513,313,60,Devkund,River Crossing Point,Lake Mist Homestay,1800,
373,187,61,Tamhini Ghat,Tamhini Viewpoint,Barshi City Guest House,1600,Low
374,187,61,Tamhini Ghat,Tamhini Viewpoint,Barshi Premium Hotel,4200,High
375,188,61,Tamhini Ghat,Plus Valley,Akkalkot Temple Stay,1200,Low
376,188,61,Tamhini Ghat,Plus Valley,Akkalkot Heritage Lodge,3500,Mid
377,189,61,Tamhini Ghat,Waterfall Point,Mohol Town Lodge,1400,Low
378,189,61,Tamhini Ghat,Waterfall Point,Mohol Comfort Stay,3200,Mid
479,279,61,Tamhini Ghat,Mulshi Viewpoint,Majestic Plateau Resort,4800,
514,314,61,Tamhini Ghat,Misty Hill Curve,Mountain Jewel Resort,4700,
379,190,62,Malshej Ghat,Malshej Falls,Karmala Highway Stay,1500,Low
380,190,62,Malshej Ghat,Malshej Falls,Karmala Business Hotel,3000,Mid
381,191,62,Malshej Ghat,Flamingo Hill,Madha Countryside Stay,1400,Low
382,191,62,Malshej Ghat,Flamingo Hill,Madha Green Resort,3600,Mid
383,192,62,Malshej Ghat,Shivneri View,Sangola Desert Stay,1500,Low
384,192,62,Malshej Ghat,Shivneri View,Sangola Premium Lodge,3400,Mid
480,280,62,Malshej Ghat,Pimpalgaon Joga Dam,Hilltop View Guest House,1800,
515,315,62,Malshej Ghat,Seasonal Lake,Temple Town Lodge,900,
385,193,63,Rajapur,Rajapur Ghat,Mangalwedha Temple Stay,1200,Low
386,193,63,Rajapur,Rajapur Ghat,Mangalwedha Heritage Resort,3500,Mid
387,194,63,Rajapur,Mango Orchards,Pandharpur River Lodge,1600,Low
388,194,63,Rajapur,Mango Orchards,Pandharpur Comfort Hotel,3200,Mid
389,195,63,Rajapur,Temple Complex,Akluj Riverside Stay,1800,Mid
390,195,63,Rajapur,Temple Complex,Akluj Lake Resort,4200,High
481,281,63,Rajapur,Scenic Ghat Road,Zen Valley Eco Retreat,3500,
516,316,63,Rajapur,Heritage Temple,Green Valley Executive Stay,3300,
391,196,64,Velas,Velas Beach,Indapur Ghat Lodge,1500,Low
392,196,64,Velas,Velas Beach,Indapur Valley Resort,3800,Mid
393,197,64,Velas,Velas Turtle Festival,Tembhurni Highway Stay,1400,Low
394,197,64,Velas,Velas Turtle Festival,Tembhurni Comfort Hotel,3000,Mid
395,198,64,Velas,Anjarle Lighthouse,Kurduwadi City Lodge,1600,Low
396,198,64,Velas,Anjarle Lighthouse,Kurduwadi Business Stay,3600,Mid
482,282,64,Velas,Coastal Trail,Local Comfort Lodge,1000,
517,317,64,Velas,Observation Deck,Country Bliss Homestay,1500,
397,199,65,Kashid,Kashid Beach,Solapur City Guest House,1800,Mid
398,199,65,Kashid,Kashid Beach,Solapur Luxury Hotel,5200,High
399,200,65,Kashid,Korlai Fort,Akkalkot Road Lodge,1500,Low
400,200,65,Kashid,Korlai Fort,Akkalkot Premium Stay,3800,Mid
401,201,65,Kashid,Revdanda Beach,Green Valley Homestay,1200,
483,283,65,Kashid,Revdanda Fort,Golden Ghats Palace,7000,
518,318,65,Kashid,Beach Camping Zone,River Crown Resort,5200,
402,202,66,Nagaon,Nagaon Beach Main,Sunrise View Lodge,1800,
403,203,66,Nagaon,Nagaon Jet Ski,Hilltop Residency,3200,
404,204,66,Nagaon,Nagaon Market,River Bend Guest House,1400,
484,284,66,Nagaon,Nagaon Sunset Point,Quiet Nights Homestay,1300,
519,319,66,Nagaon,Coastal Food Street,Old Fort Heritage Stay,3900,
405,205,67,Aarey Colony,Aarey Forest,Forest Edge Stay,2500,
406,206,67,Aarey Colony,Aarey Lake,Misty Morning Resort,4200,
407,207,67,Aarey Colony,Chota Kashmir,Shivneri Tourist Lodge,900,
485,285,67,Aarey Colony,Film City Viewpoint,Morning Dew Cottage,2400,
520,320,67,Aarey Colony,Greenway Trail,Sunrise Budget Inn,1100,
408,208,68,Elephanta Island,Elephanta Cave 1,Lakefront Homestay,2200,
409,209,68,Elephanta Island,Elephanta Cave 2,Heritage Stone Palace,4800,
410,210,68,Elephanta Island,Canon Hill,Valley Breeze Inn,1600,
486,286,68,Elephanta Island,Elephanta Jetty,Executive Hill Residency,3800,
411,211,69,Kanheri Caves,Kanheri Cave 1,Mountain Crest Resort,3600,
412,212,69,Kanheri Caves,Kanheri Cave 3,Rural Roots Homestay,1100,
413,213,69,Kanheri Caves,Kanheri Plateau,Serene Woods Cottage,2700,
487,287,69,Kanheri Caves,Kanheri Museum,Forest Line Budget Stay,950,
414,214,70,Sanjay Gandhi National Park,SGNP Safari,Cloud Nine Resort,5200,
415,215,70,Sanjay Gandhi National Park,Yeoor Hills,Temple View Lodge,1300,
416,216,70,Sanjay Gandhi National Park,Tulsi Lake,Riverside Retreat,3000,
488,288,70,Sanjay Gandhi National Park,Forest Interpretation Center,Riverfront Premium Lodge,4200,
417,217,71,Girgaon Chowpatty,Girgaon Chowpatty Beach,Nature Nest Homestay,1000,
418,218,71,Girgaon Chowpatty,Immersion Ghat,Skyline Residency,3400,
419,219,71,Girgaon Chowpatty,Marine Aquarium,Colonial Heritage Stay,4500,
489,289,71,Girgaon Chowpatty,Beach Promenade,Heritage Courtyard Stay,3100,
420,220,72,Junnar,Junnar Caves,Backwater Bliss Lodge,2000,
421,221,72,Junnar,Shivneri Fort,Golden Horizon Hotel,3800,
422,222,72,Junnar,Lenyadri Caves,Traveller’s Rest Inn,1200,
490,290,72,Junnar,Ancient Market Street,Windy Cliff Resort,5600,
423,223,73,Bhimashankar Wildlife Sanctuary,Bhimashankar Forest Trail,Hill Shadow Homestay,1800,
424,224,73,Bhimashankar Wildlife Sanctuary,Gupt Bhimashankar,Evergreen Forest Resort,4100,
425,225,73,Bhimashankar Wildlife Sanctuary,Nagphani Point,Sunset Point Lodge,1500,
491,291,73,Bhimashankar Wildlife Sanctuary,Temple Approach Path,Basic Traveller Lodge,850,
426,226,74,Rajgad,Rajgad Fort Top,Quiet Corner Guest House,900,
427,227,74,Rajgad,Bale Killa,Royal Deccan Palace,6000,
428,228,74,Rajgad,Sanjeevani Machi,Lakeside Comfort Stay,2300,
492,292,74,Rajgad,Fort Base Village,Hill Bloom Homestay,1700,
429,229,75,Panhala,Panhala Fort Top,Windmill View Resort,3400,
430,230,75,Panhala,Teen Darwaja,Urban Nomad Hostel,800,
431,231,75,Panhala,Tabak Udyan,Ancient Fort View Stay,2600,
493,293,75,Panhala,Historical Pathway,Serenity Springs Resort,4600,
432,232,76,Vengurla,Vengurla Beach,Green Canopy Eco Lodge,2900,
433,233,76,Vengurla,Redi Ganpati Temple,River Pearl Residency,3700,
434,234,76,Vengurla,Kalavi Beach,Village Charm Homestay,1000,
494,294,76,Vengurla,Coastal Watchtower,Town Square Residency,2800,
435,235,77,Malvan,Malvan Beach,Western Ghats Retreat,4200,
436,236,77,Malvan,Rock Garden,Sunbeam Tourist Lodge,1100,
437,237,77,Malvan,Tarkarli Jetty,Hillway Executive Stay,3100,
495,295,77,Malvan,Sea Cliff Viewpoint,Konkan Coast Luxury Stay,6200,
438,238,78,Sawantwadi,Sawantwadi Palace,Peace Valley Cottage,1700,
439,239,78,Sawantwadi,Moti Talao,Heritage Wada Stay,2800,
440,240,78,Sawantwadi,Narayan Rane Park,Luxura Hill Resort,5500,
496,296,78,Sawantwadi,Local Handicraft Market,Peaceful Night Guest House,1100,
441,241,79,Chikhaldara,Chikhaldara Wildlife View,Budget Backpackers Inn,700,
442,242,79,Chikhaldara,Bhima Kund,Saffron Valley Resort,3900,
443,243,79,Chikhaldara,Kalapani Lake,Meadow View Homestay,1400,
497,297,79,Chikhaldara,Valley Fog Point,Misty Peak Cottage,2600,
444,244,80,Paithan,Paithani Weaving Center,Crystal Lake Residency,3600,
445,245,80,Paithan,Jayakwadi Dam,Rainforest Hideout,4800,
446,246,80,Paithan,Sant Eknath Garden,Pilgrim Comfort Lodge,900,
498,298,80,Paithan,Godavari River Ghat,Executive Comfort Inn,3400,
447,247,81,Aurangabad Caves,Aurangabad Cave 6,Blue Ridge Mountain Stay,3200,
448,248,81,Aurangabad Caves,Aurangabad Cave 7,Country Roads Homestay,1200,
449,249,81,Aurangabad Caves,Cave Viewpoint,Royal Konkan Retreat,4500,
499,299,81,Aurangabad Caves,Sunset Hill,Wildwood Forest Resort,5200,
450,250,82,Pench National Park,Pench Safari Zone,Sunset Bliss Cottage,2600,
451,251,82,Pench National Park,Turai Gate,Highland Breeze Resort,4100,
452,252,82,Pench National Park,Totladoh Dam,Simple Stay Guest House,850,
500,300,82,Pench National Park,Forest Watchtower,Sunset Ridge Homestay,1900,
453,253,83,Umred Karhandla,Umred Safari Zone,Riverbank View Inn,1900,
454,254,83,Umred Karhandla,Karhandla Lake,Grand Heritage Hotel,6200,
455,255,83,Umred Karhandla,Forest Trail,Green Pastures Homestay,1300,
501,301,83,Umred Karhandla,Bird Watching Zone,Riverbend Budget Lodge,1200,
456,256,84,Devgad,Devgad Fort,Misty Trails Lodge,2800,
457,257,84,Devgad,Devgad Beach,Urban Comfort Residency,3400,
458,258,84,Devgad,Windmill Viewpoint,Nature Walk Eco Stay,1600,
502,302,84,Devgad,Coastal Fishing Jetty,Elite Hill Palace,7500,
459,259,85,Shivneri Fort,Shivneri Fort Top,Hill Monarch Resort,5300,
460,260,85,Shivneri Fort,Shiv Janmasthan,Old Town Tourist Lodge,1000,
461,261,85,Shivneri Fort,Badami Talav,Skyview Executive Rooms,3100,
503,303,85,Shivneri Fort,Fort Museum,Green Roof Eco Stay,2300,
462,262,86,Bhandara,Bhandara Lake,Lakeshore Budget Stay,1100,
463,263,86,Bhandara,Ambagad Fort,Wildlife Safari Lodge,4200,
464,264,86,Bhandara,Forest Park,Sunrise Valley Homestay,1500,
504,304,86,Bhandara,Sunrise Hill,Traveller’s Choice Inn,1500,
465,265,87,Gondia,Gondia Lake,Premium Ghats Resort,5700,
466,266,87,Gondia,Itiadoh Dam,Traveller’s Nest Hostel,750,
467,267,87,Gondia,Navegaon Bandh,Calm Waters Retreat,2900,
505,305,87,Gondia,Forest Picnic Area,Cloud View Luxury Resort,6800,
468,268,88,Chandoli National Park,Chandoli Dam,Stone Arch Heritage Stay,3600,
469,269,88,Chandoli National Park,Forest Safari,Green Fields Homestay,1200,
470,270,88,Chandoli National Park,Heritage Village,Hill Crest Luxury Resort,6500,
506,306,88,Chandoli National Park,Scenic Valley Trail,Simple Roots Homestay,1000,
471,271,89,Koyna Wildlife Sanctuary,Koyna Dam,Rustic Village Lodge,1400,
472,272,89,Koyna Wildlife Sanctuary,Shivsagar Lake,Forest Whisper Cottage,2700,
473,273,89,Koyna Wildlife Sanctuary,Forest Trail,City Edge Residency,3300,
507,307,89,Koyna Wildlife Sanctuary,Dam Viewpoint,Royal Ghats Residency,4200,
474,274,90,Kolad,Kolad Rafting Point,Sacred Stay Pilgrim Lodge,900,
475,275,90,Kolad,Kundalika River,Sun Valley Premium Resort,5200,
476,276,90,Kolad,Kolad Waterfall,Minimalist Budget Inn,800,
477,277,90,Kolad,Forest Campsite,Riverstone Boutique Stay,3900,
508,308,90,Kolad,Riverside Walk,Forest Path Cottage,2100,
509,309,90,Kolad,Nature Photography Point,Urban Hill Hotel,3600,
510,310,90,Kolad,Local Village Tour,Quiet Horizon Lodge,1400,
