travel_id,place_id,place_name,source_city,travel_mode,approx_cost,approx_duration_hours,cost_per_hour,cost_category
6476,26,Guhagar,Bhusawal,Bus,614,8.9,68.99,Budget
6477,26,Guhagar,Bhusawal,Train,897,6.48,138.43,Budget
6478,26,Guhagar,Bhusawal,Flight,4060,3.38,1201.18,Standard
6479,26,Guhagar,Bhusawal,Own_Car,3906,4.6,849.13,Standard
6480,26,Guhagar,Bhusawal,Bike,901,9.33,96.57,Budget
6481,26,Guhagar,Chalisgaon,Bus,1592,8.7,182.99,Economy
6482,26,Guhagar,Chalisgaon,Train,667,8.8,75.8,Budget
6483,26,Guhagar,Chalisgaon,Flight,3814,2.56,1489.84,Standard
6484,26,Guhagar,Chalisgaon,Own_Car,4912,5.39,911.32,Standard
6485,26,Guhagar,Chalisgaon,Bike,1202,6.11,196.73,Economy
6486,26,Guhagar,Pandharpur,Bus,848,7.95,106.67,Budget
6487,26,Guhagar,Pandharpur,Train,1571,8.53,184.17,Economy
6488,26,Guhagar,Pandharpur,Flight,6453,2.71,2381.18,Premium
6489,26,Guhagar,Pandharpur,Own_Car,4601,3.87,1188.89,Standard
6490,26,Guhagar,Pandharpur,Bike,640,11.11,57.61,Budget
6491,26,Guhagar,Udgir,Bus,1075,6.43,167.19,Economy
6492,26,Guhagar,Udgir,Train,500,5.02,99.6,Budget
6493,26,Guhagar,Udgir,Flight,5011,1.27,3945.67,Premium
6494,26,Guhagar,Udgir,Own_Car,4426,4.64,953.88,Standard
6495,26,Guhagar,Udgir,Bike,1138,5.89,193.21,Economy
6496,26,Guhagar,Sangamner,Bus,1553,6.75,230.07,Economy
6497,26,Guhagar,Sangamner,Train,1795,10.37,173.1,Economy
6498,26,Guhagar,Sangamner,Flight,6866,3.03,2266.01,Premium
6499,26,Guhagar,Sangamner,Own_Car,2805,7.13,393.41,Economy
6500,26,Guhagar,Sangamner,Bike,1614,11.81,136.66,Economy
6501,27,Amboli,Mumbai,Bus,662,9.29,71.26,Budget
6502,27,Amboli,Mumbai,Train,634,8.74,72.54,Budget
6503,27,Amboli,Mumbai,Flight,6290,1.12,5616.07,Premium
6504,27,Amboli,Mumbai,Own_Car,4308,8.51,506.23,Standard
6505,27,Amboli,Mumbai,Bike,1748,9.06,192.94,Economy
6506,27,Amboli,Pune,Bus,1357,9.92,136.79,Economy
6507,27,Amboli,Pune,Train,1226,6.49,188.91,Economy
6508,27,Amboli,Pune,Flight,5622,2.55,2204.71,Premium
6509,27,Amboli,Pune,Own_Car,2133,9.84,216.77,Economy
6510,27,Amboli,Pune,Bike,1944,9.03,215.28,Economy
6511,27,Amboli,Nagpur,Bus,1080,5.02,215.14,Economy
6512,27,Amboli,Nagpur,Train,1123,10.22,109.88,Economy
6513,27,Amboli,Nagpur,Flight,4158,1.93,2154.4,Standard
6514,27,Amboli,Nagpur,Own_Car,4582,4.82,950.62,Standard
6515,27,Amboli,Nagpur,Bike,1870,8.93,209.41,Economy
6516,27,Amboli,Nashik,Bus,653,7.75,84.26,Budget
6517,27,Amboli,Nashik,Train,1228,4.97,247.08,Economy
6518,27,Amboli,Nashik,Flight,3230,2.37,1362.87,Standard
6519,27,Amboli,Nashik,Own_Car,2354,4.29,548.72,Economy
6520,27,Amboli,Nashik,Bike,1268,9.36,135.47,Economy
6521,27,Amboli,Aurangabad,Bus,1051,8.88,118.36,Economy
6522,27,Amboli,Aurangabad,Train,1186,7.34,161.58,Economy
6523,27,Amboli,Aurangabad,Flight,3293,1.39,2369.06,Standard
6524,27,Amboli,Aurangabad,Own_Car,3336,3.51,950.43,Standard
6525,27,Amboli,Aurangabad,Bike,1503,7.73,194.44,Economy
6526,27,Amboli,Thane,Bus,628,8.84,71.04,Budget
6527,27,Amboli,Thane,Train,1065,10.1,105.45,Economy
6528,27,Amboli,Thane,Flight,6747,1.81,3727.62,Premium
6529,27,Amboli,Thane,Own_Car,4823,9.79,492.65,Standard
6530,27,Amboli,Thane,Bike,1760,8.7,202.3,Economy
6531,27,Amboli,Navi Mumbai,Bus,1579,8.88,177.82,Economy
6532,27,Amboli,Navi Mumbai,Train,1853,5.43,341.25,Economy
6533,27,Amboli,Navi Mumbai,Flight,2947,1.16,2540.52,Economy
6534,27,Amboli,Navi Mumbai,Own_Car,2803,7.2,389.31,Economy
6535,27,Amboli,Navi Mumbai,Bike,590,8.89,66.37,Budget
6536,27,Amboli,Kalyan,Bus,983,4.36,225.46,Budget
6537,27,Amboli,Kalyan,Train,1979,3.91,506.14,Economy
6538,27,Amboli,Kalyan,Flight,5699,2.07,2753.14,Premium
6539,27,Amboli,Kalyan,Own_Car,2600,8.44,308.06,Economy
6540,27,Amboli,Kalyan,Bike,781,9.89,78.97,Budget
6541,27,Amboli,Dombivli,Bus,1262,9.11,138.53,Economy
6542,27,Amboli,Dombivli,Train,1288,4.41,292.06,Economy
6543,27,Amboli,Dombivli,Flight,5548,1.02,5439.22,Premium
6544,27,Amboli,Dombivli,Own_Car,2153,8.99,239.49,Economy
6545,27,Amboli,Dombivli,Bike,556,11.13,49.96,Budget
6546,27,Amboli,Amravati,Bus,794,8.88,89.41,Budget
6547,27,Amboli,Amravati,Train,452,7.83,57.73,Budget
6548,27,Amboli,Amravati,Flight,3398,1.62,2097.53,Standard
6549,27,Amboli,Amravati,Own_Car,3717,8.38,443.56,Standard
6550,27,Amboli,Amravati,Bike,794,9.59,82.79,Budget
6551,27,Amboli,Kolhapur,Bus,699,7.92,88.26,Budget
6552,27,Amboli,Kolhapur,Train,1563,4.25,367.76,Economy
6553,27,Amboli,Kolhapur,Flight,3624,1.35,2684.44,Standard
6554,27,Amboli,Kolhapur,Own_Car,4482,6.24,718.27,Standard
6555,27,Amboli,Kolhapur,Bike,1548,5.08,304.72,Economy
6556,27,Amboli,Solapur,Bus,1432,6.5,220.31,Economy
6557,27,Amboli,Solapur,Train,1665,7.05,236.17,Economy
6558,27,Amboli,Solapur,Flight,3065,3.36,912.2,Standard
6559,27,Amboli,Solapur,Own_Car,3750,8.02,467.58,Standard
6560,27,Amboli,Solapur,Bike,1561,7.69,202.99,Economy
6561,27,Amboli,Sangli,Bus,1248,6.09,204.93,Economy
6562,27,Amboli,Sangli,Train,1225,6.66,183.93,Economy
6563,27,Amboli,Sangli,Flight,4977,2.97,1675.76,Standard
6564,27,Amboli,Sangli,Own_Car,2525,9.14,276.26,Economy
6565,27,Amboli,Sangli,Bike,1040,6.28,165.61,Economy
6566,27,Amboli,Satara,Bus,1178,5.55,212.25,Economy
6567,27,Amboli,Satara,Train,1035,6.57,157.53,Economy
6568,27,Amboli,Satara,Flight,5183,2.36,2196.19,Premium
6569,27,Amboli,Satara,Own_Car,3534,6.49,544.53,Standard
6570,27,Amboli,Satara,Bike,1992,5.11,389.82,Economy
6571,27,Amboli,Ratnagiri,Bus,1325,5.61,236.19,Economy
6572,27,Amboli,Ratnagiri,Train,940,7.99,117.65,Budget
6573,27,Amboli,Ratnagiri,Flight,5899,1.29,4572.87,Premium
6574,27,Amboli,Ratnagiri,Own_Car,3818,5.98,638.46,Standard
6575,27,Amboli,Ratnagiri,Bike,912,7.22,126.32,Budget
6576,27,Amboli,Sindhudurg,Bus,700,7.94,88.16,Budget
6577,27,Amboli,Sindhudurg,Train,1346,10.02,134.33,Economy
6578,27,Amboli,Sindhudurg,Flight,5079,2.78,1826.98,Premium
6579,27,Amboli,Sindhudurg,Own_Car,3458,8.94,386.8,Standard
6580,27,Amboli,Sindhudurg,Bike,1571,9.48,165.72,Economy
6581,27,Amboli,Latur,Bus,404,9.73,41.52,Budget
6582,27,Amboli,Latur,Train,579,10.3,56.21,Budget
6583,27,Amboli,Latur,Flight,3909,1.86,2101.61,Standard
6584,27,Amboli,Latur,Own_Car,4040,6.16,655.84,Standard
6585,27,Amboli,Latur,Bike,1024,6.62,154.68,Economy
6586,27,Amboli,Osmanabad,Bus,1332,7.14,186.55,Economy
6587,27,Amboli,Osmanabad,Train,1900,4.7,404.26,Economy
6588,27,Amboli,Osmanabad,Flight,5734,1.23,4661.79,Premium
6589,27,Amboli,Osmanabad,Own_Car,3420,9.63,355.14,Standard
6590,27,Amboli,Osmanabad,Bike,745,8.08,92.2,Budget
6591,27,Amboli,Beed,Bus,1538,9.46,162.58,Economy
6592,27,Amboli,Beed,Train,842,7.96,105.78,Budget
6593,27,Amboli,Beed,Flight,4639,2.32,1999.57,Standard
6594,27,Amboli,Beed,Own_Car,2103,7.09,296.61,Economy
6595,27,Amboli,Beed,Bike,1853,10.27,180.43,Economy
6596,27,Amboli,Jalgaon,Bus,1590,6.02,264.12,Economy
6597,27,Amboli,Jalgaon,Train,1623,10.46,155.16,Economy
6598,27,Amboli,Jalgaon,Flight,4915,2.58,1905.04,Standard
6599,27,Amboli,Jalgaon,Own_Car,3718,3.88,958.25,Standard
6600,27,Amboli,Jalgaon,Bike,1408,11.22,125.49,Economy
6601,27,Amboli,Dhule,Bus,1154,7.91,145.89,Economy
6602,27,Amboli,Dhule,Train,903,5.83,154.89,Budget
6603,27,Amboli,Dhule,Flight,4173,2.86,1459.09,Standard
6604,27,Amboli,Dhule,Own_Car,2433,3.91,622.25,Economy
6605,27,Amboli,Dhule,Bike,1621,9.6,168.85,Economy
6606,27,Amboli,Nanded,Bus,521,5.0,104.2,Budget
6607,27,Amboli,Nanded,Train,1872,7.3,256.44,Economy
6608,27,Amboli,Nanded,Flight,5523,2.95,1872.2,Premium
6609,27,Amboli,Nanded,Own_Car,1603,5.77,277.82,Economy
6610,27,Amboli,Nanded,Bike,624,5.27,118.41,Budget
6611,27,Amboli,Parbhani,Bus,1114,8.14,136.86,Economy
6612,27,Amboli,Parbhani,Train,702,8.57,81.91,Budget
6613,27,Amboli,Parbhani,Flight,5184,3.36,1542.86,Premium
6614,27,Amboli,Parbhani,Own_Car,2505,7.35,340.82,Economy
6615,27,Amboli,Parbhani,Bike,630,10.68,58.99,Budget
6616,27,Amboli,Akola,Bus,1550,7.27,213.2,Economy
6617,27,Amboli,Akola,Train,721,5.61,128.52,Budget
6618,27,Amboli,Akola,Flight,5306,1.21,4385.12,Premium
6619,27,Amboli,Akola,Own_Car,2041,9.41,216.9,Economy
6620,27,Amboli,Akola,Bike,1197,7.29,164.2,Economy
6621,27,Amboli,Buldhana,Bus,741,9.41,78.75,Budget
6622,27,Amboli,Buldhana,Train,967,4.15,233.01,Budget
6623,27,Amboli,Buldhana,Flight,2504,3.02,829.14,Economy
6624,27,Amboli,Buldhana,Own_Car,2772,9.95,278.59,Economy
6625,27,Amboli,Buldhana,Bike,938,11.14,84.2,Budget
6626,27,Amboli,Yavatmal,Bus,871,8.47,102.83,Budget
6627,27,Amboli,Yavatmal,Train,1210,5.31,227.87,Economy
6628,27,Amboli,Yavatmal,Flight,5074,1.09,4655.05,Premium
6629,27,Amboli,Yavatmal,Own_Car,3128,3.55,881.13,Standard
6630,27,Amboli,Yavatmal,Bike,1003,5.5,182.36,Economy
6631,27,Amboli,Wardha,Bus,621,5.13,121.05,Budget
6632,27,Amboli,Wardha,Train,1252,6.24,200.64,Economy
6633,27,Amboli,Wardha,Flight,5693,1.06,5370.75,Premium
6634,27,Amboli,Wardha,Own_Car,1804,6.49,277.97,Economy
6635,27,Amboli,Wardha,Bike,802,9.17,87.46,Budget
6636,27,Amboli,Chandrapur,Bus,1205,8.58,140.44,Economy
6637,27,Amboli,Chandrapur,Train,679,8.35,81.32,Budget
6638,27,Amboli,Chandrapur,Flight,5879,1.51,3893.38,Premium
6639,27,Amboli,Chandrapur,Own_Car,1700,5.79,293.61,Economy
6640,27,Amboli,Chandrapur,Bike,1622,6.67,243.18,Economy
6641,27,Amboli,Gondia,Bus,459,6.81,67.4,Budget
6642,27,Amboli,Gondia,Train,1487,8.81,168.79,Economy
6643,27,Amboli,Gondia,Flight,5372,1.79,3001.12,Premium
6644,27,Amboli,Gondia,Own_Car,3316,7.55,439.21,Standard
6645,27,Amboli,Gondia,Bike,1728,11.66,148.2,Economy
6646,27,Amboli,Bhandara,Bus,825,8.62,95.71,Budget
6647,27,Amboli,Bhandara,Train,1305,5.65,230.97,Economy
6648,27,Amboli,Bhandara,Flight,3951,2.43,1625.93,Standard
6649,27,Amboli,Bhandara,Own_Car,3075,8.52,360.92,Standard
6650,27,Amboli,Bhandara,Bike,883,6.22,141.96,Budget
6651,27,Amboli,Raigad,Bus,1463,4.43,330.25,Economy
6652,27,Amboli,Raigad,Train,975,9.13,106.79,Budget
6653,27,Amboli,Raigad,Flight,4731,3.27,1446.79,Standard
6654,27,Amboli,Raigad,Own_Car,4008,5.34,750.56,Standard
6655,27,Amboli,Raigad,Bike,893,8.68,102.88,Budget
6656,27,Amboli,Palghar,Bus,553,8.15,67.85,Budget
6657,27,Amboli,Palghar,Train,389,7.65,50.85,Budget
6658,27,Amboli,Palghar,Flight,3722,2.96,1257.43,Standard
6659,27,Amboli,Palghar,Own_Car,2035,9.37,217.18,Economy
6660,27,Amboli,Palghar,Bike,1272,7.74,164.34,Economy
6661,27,Amboli,Vasai,Bus,1335,4.89,273.01,Economy
6662,27,Amboli,Vasai,Train,1129,5.52,204.53,Economy
6663,27,Amboli,Vasai,Flight,6941,3.27,2122.63,Premium
6664,27,Amboli,Vasai,Own_Car,3090,7.22,427.98,Standard
6665,27,Amboli,Vasai,Bike,506,10.28,49.22,Budget
6666,27,Amboli,Virar,Bus,709,8.5,83.41,Budget
6667,27,Amboli,Virar,Train,446,6.83,65.3,Budget
6668,27,Amboli,Virar,Flight,4305,2.93,1469.28,Standard
6669,27,Amboli,Virar,Own_Car,2630,3.5,751.43,Economy
6670,27,Amboli,Virar,Bike,1956,6.65,294.14,Economy
6671,27,Amboli,Panvel,Bus,672,6.98,96.28,Budget
6672,27,Amboli,Panvel,Train,1943,4.08,476.23,Economy
6673,27,Amboli,Panvel,Flight,3461,1.35,2563.7,Standard
6674,27,Amboli,Panvel,Own_Car,4086,3.78,1080.95,Standard
6675,27,Amboli,Panvel,Bike,1971,6.68,295.06,Economy
6676,27,Amboli,Alibaug,Bus,945,7.83,120.69,Budget
6677,27,Amboli,Alibaug,Train,1982,5.73,345.9,Economy
6678,27,Amboli,Alibaug,Flight,6283,2.34,2685.04,Premium
6679,27,Amboli,Alibaug,Own_Car,3441,9.66,356.21,Standard
6680,27,Amboli,Alibaug,Bike,1705,10.6,160.85,Economy
6681,27,Amboli,Shrirampur,Bus,1204,9.36,128.63,Economy
6682,27,Amboli,Shrirampur,Train,839,6.0,139.83,Budget
6683,27,Amboli,Shrirampur,Flight,4894,2.76,1773.19,Standard
6684,27,Amboli,Shrirampur,Own_Car,3984,8.34,477.7,Standard
6685,27,Amboli,Shrirampur,Bike,704,5.32,132.33,Budget
6686,27,Amboli,Ahmednagar,Bus,850,5.12,166.02,Budget
6687,27,Amboli,Ahmednagar,Train,1680,10.33,162.63,Economy
6688,27,Amboli,Ahmednagar,Flight,6820,1.57,4343.95,Premium
6689,27,Amboli,Ahmednagar,Own_Car,1791,9.43,189.93,Economy
6690,27,Amboli,Ahmednagar,Bike,1880,6.57,286.15,Economy
6691,27,Amboli,Baramati,Bus,851,4.41,192.97,Budget
6692,27,Amboli,Baramati,Train,1325,4.24,312.5,Economy
6693,27,Amboli,Baramati,Flight,5024,2.85,1762.81,Premium
6694,27,Amboli,Baramati,Own_Car,4288,5.12,837.5,Standard
6695,27,Amboli,Baramati,Bike,780,8.07,96.65,Budget
6696,27,Amboli,Karad,Bus,1216,6.39,190.3,Economy
6697,27,Amboli,Karad,Train,739,8.9,83.03,Budget
6698,27,Amboli,Karad,Flight,6136,2.72,2255.88,Premium
6699,27,Amboli,Karad,Own_Car,2971,6.35,467.87,Economy
6700,27,Amboli,Karad,Bike,1615,7.37,219.13,Economy
6701,27,Amboli,Miraj,Bus,628,9.91,63.37,Budget
6702,27,Amboli,Miraj,Train,708,4.4,160.91,Budget
6703,27,Amboli,Miraj,Flight,4741,2.24,2116.52,Standard
6704,27,Amboli,Miraj,Own_Car,3251,5.22,622.8,Standard
6705,27,Amboli,Miraj,Bike,1532,11.42,134.15,Economy
6706,27,Amboli,Ichalkaranji,Bus,1533,5.12,299.41,Economy
6707,27,Amboli,Ichalkaranji,Train,691,5.41,127.73,Budget
6708,27,Amboli,Ichalkaranji,Flight,3576,1.92,1862.5,Standard
6709,27,Amboli,Ichalkaranji,Own_Car,3265,5.46,597.99,Standard
6710,27,Amboli,Ichalkaranji,Bike,1022,9.55,107.02,Economy
6711,27,Amboli,Hingoli,Bus,1334,6.79,196.47,Economy
6712,27,Amboli,Hingoli,Train,1230,8.31,148.01,Economy
6713,27,Amboli,Hingoli,Flight,3699,1.66,2228.31,Standard
6714,27,Amboli,Hingoli,Own_Car,3944,9.2,428.7,Standard
6715,27,Amboli,Hingoli,Bike,949,7.81,121.51,Budget
6716,27,Amboli,Washim,Bus,650,7.14,91.04,Budget
6717,27,Amboli,Washim,Train,635,3.62,175.41,Budget
6718,27,Amboli,Washim,Flight,4605,2.35,1959.57,Standard
6719,27,Amboli,Washim,Own_Car,1557,5.55,280.54,Economy
6720,27,Amboli,Washim,Bike,951,6.44,147.67,Budget
6721,27,Amboli,Malegaon,Bus,871,9.64,90.35,Budget
6722,27,Amboli,Malegaon,Train,625,9.0,69.44,Budget
6723,27,Amboli,Malegaon,Flight,2668,1.71,1560.23,Economy
6724,27,Amboli,Malegaon,Own_Car,1831,5.78,316.78,Economy
6725,27,Amboli,Malegaon,Bike,1274,11.71,108.8,Economy
6726,27,Amboli,Bhusawal,Bus,1206,5.44,221.69,Economy
6727,27,Amboli,Bhusawal,Train,1608,8.51,188.95,Economy
6728,27,Amboli,Bhusawal,Flight,5811,1.02,5697.06,Premium
6729,27,Amboli,Bhusawal,Own_Car,4082,5.58,731.54,Standard
6730,27,Amboli,Bhusawal,Bike,1995,9.7,205.67,Economy
6731,27,Amboli,Chalisgaon,Bus,1330,5.9,225.42,Economy
6732,27,Amboli,Chalisgaon,Train,1544,5.14,300.39,Economy
6733,27,Amboli,Chalisgaon,Flight,5798,1.34,4326.87,Premium
6734,27,Amboli,Chalisgaon,Own_Car,3624,5.18,699.61,Standard
6735,27,Amboli,Chalisgaon,Bike,1365,8.56,159.46,Economy
6736,27,Amboli,Pandharpur,Bus,1088,4.63,234.99,Economy
6737,27,Amboli,Pandharpur,Train,952,7.06,134.84,Budget
6738,27,Amboli,Pandharpur,Flight,4985,2.85,1749.12,Standard
6739,27,Amboli,Pandharpur,Own_Car,4174,5.28,790.53,Standard
6740,27,Amboli,Pandharpur,Bike,1318,11.94,110.39,Economy
6741,27,Amboli,Udgir,Bus,1546,7.62,202.89,Economy
6742,27,Amboli,Udgir,Train,524,7.69,68.14,Budget
6743,27,Amboli,Udgir,Flight,3048,2.7,1128.89,Standard
6744,27,Amboli,Udgir,Own_Car,2392,6.2,385.81,Economy
6745,27,Amboli,Udgir,Bike,667,8.96,74.44,Budget
6746,27,Amboli,Sangamner,Bus,627,9.0,69.67,Budget
6747,27,Amboli,Sangamner,Train,694,4.23,164.07,Budget
6748,27,Amboli,Sangamner,Flight,4966,2.07,2399.03,Standard
6749,27,Amboli,Sangamner,Own_Car,4633,8.19,565.69,Standard
6750,27,Amboli,Sangamner,Bike,1295,10.58,122.4,Economy
6751,28,Lavasa,Mumbai,Bus,809,9.85,82.13,Budget
6752,28,Lavasa,Mumbai,Train,395,10.33,38.24,Budget
6753,28,Lavasa,Mumbai,Flight,3426,2.03,1687.68,Standard
6754,28,Lavasa,Mumbai,Own_Car,4872,6.01,810.65,Standard
6755,28,Lavasa,Mumbai,Bike,1070,6.96,153.74,Economy
6756,28,Lavasa,Pune,Bus,1190,7.31,162.79,Economy
6757,28,Lavasa,Pune,Train,754,9.72,77.57,Budget
6758,28,Lavasa,Pune,Flight,4570,1.84,2483.7,Standard
6759,28,Lavasa,Pune,Own_Car,1639,7.89,207.73,Economy
6760,28,Lavasa,Pune,Bike,1444,7.04,205.11,Economy
6761,28,Lavasa,Nagpur,Bus,1364,4.55,299.78,Economy
6762,28,Lavasa,Nagpur,Train,597,9.72,61.42,Budget
6763,28,Lavasa,Nagpur,Flight,3005,1.38,2177.54,Standard
6764,28,Lavasa,Nagpur,Own_Car,3950,8.79,449.37,Standard
6765,28,Lavasa,Nagpur,Bike,1571,9.29,169.11,Economy
6766,28,Lavasa,Nashik,Bus,1586,9.04,175.44,Economy
6767,28,Lavasa,Nashik,Train,1049,6.52,160.89,Economy
6768,28,Lavasa,Nashik,Flight,6495,1.41,4606.38,Premium
6769,28,Lavasa,Nashik,Own_Car,2795,9.36,298.61,Economy
6770,28,Lavasa,Nashik,Bike,1378,7.87,175.1,Economy
6771,28,Lavasa,Aurangabad,Bus,1088,4.24,256.6,Economy
6772,28,Lavasa,Aurangabad,Train,1771,10.21,173.46,Economy
6773,28,Lavasa,Aurangabad,Flight,3968,1.83,2168.31,Standard
6774,28,Lavasa,Aurangabad,Own_Car,2149,5.54,387.91,Economy
6775,28,Lavasa,Aurangabad,Bike,1293,5.28,244.89,Economy
6776,28,Lavasa,Thane,Bus,1468,9.64,152.28,Economy
6777,28,Lavasa,Thane,Train,879,7.94,110.71,Budget
6778,28,Lavasa,Thane,Flight,5981,2.16,2768.98,Premium
6779,28,Lavasa,Thane,Own_Car,3771,6.72,561.16,Standard
6780,28,Lavasa,Thane,Bike,1599,6.92,231.07,Economy
6781,28,Lavasa,Navi Mumbai,Bus,746,8.41,88.7,Budget
6782,28,Lavasa,Navi Mumbai,Train,592,3.91,151.41,Budget
6783,28,Lavasa,Navi Mumbai,Flight,5414,2.7,2005.19,Premium
6784,28,Lavasa,Navi Mumbai,Own_Car,2038,8.48,240.33,Economy
6785,28,Lavasa,Navi Mumbai,Bike,1788,6.94,257.64,Economy
6786,28,Lavasa,Kalyan,Bus,1417,7.82,181.2,Economy
6787,28,Lavasa,Kalyan,Train,1714,8.64,198.38,Economy
6788,28,Lavasa,Kalyan,Flight,4117,2.68,1536.19,Standard
6789,28,Lavasa,Kalyan,Own_Car,4972,6.2,801.94,Standard
6790,28,Lavasa,Kalyan,Bike,1601,8.44,189.69,Economy
6791,28,Lavasa,Dombivli,Bus,928,4.81,192.93,Budget
6792,28,Lavasa,Dombivli,Train,1177,7.94,148.24,Economy
6793,28,Lavasa,Dombivli,Flight,4968,1.05,4731.43,Standard
6794,28,Lavasa,Dombivli,Own_Car,3385,4.9,690.82,Standard
6795,28,Lavasa,Dombivli,Bike,606,11.31,53.58,Budget
6796,28,Lavasa,Amravati,Bus,700,4.7,148.94,Budget
6797,28,Lavasa,Amravati,Train,524,8.46,61.94,Budget
6798,28,Lavasa,Amravati,Flight,3957,2.59,1527.8,Standard
6799,28,Lavasa,Amravati,Own_Car,2733,5.89,464.01,Economy
6800,28,Lavasa,Amravati,Bike,905,7.85,115.29,Budget
6801,28,Lavasa,Kolhapur,Bus,1011,8.15,124.05,Economy
6802,28,Lavasa,Kolhapur,Train,1271,4.23,300.47,Economy
6803,28,Lavasa,Kolhapur,Flight,2910,2.7,1077.78,Economy
6804,28,Lavasa,Kolhapur,Own_Car,3906,5.45,716.7,Standard
6805,28,Lavasa,Kolhapur,Bike,1095,11.31,96.82,Economy
6806,28,Lavasa,Solapur,Bus,1421,7.0,203.0,Economy
6807,28,Lavasa,Solapur,Train,1406,8.84,159.05,Economy
6808,28,Lavasa,Solapur,Flight,4098,1.44,2845.83,Standard
6809,28,Lavasa,Solapur,Own_Car,3780,6.51,580.65,Standard
6810,28,Lavasa,Solapur,Bike,653,6.52,100.15,Budget
6811,28,Lavasa,Sangli,Bus,443,8.5,52.12,Budget
6812,28,Lavasa,Sangli,Train,1560,3.68,423.91,Economy
6813,28,Lavasa,Sangli,Flight,3152,2.29,1376.42,Standard
6814,28,Lavasa,Sangli,Own_Car,4103,8.25,497.33,Standard
6815,28,Lavasa,Sangli,Bike,1468,8.93,164.39,Economy
6816,28,Lavasa,Satara,Bus,1004,7.18,139.83,Economy
6817,28,Lavasa,Satara,Train,494,8.09,61.06,Budget
6818,28,Lavasa,Satara,Flight,3060,2.68,1141.79,Standard
6819,28,Lavasa,Satara,Own_Car,4277,7.18,595.68,Standard
6820,28,Lavasa,Satara,Bike,916,10.98,83.42,Budget
6821,28,Lavasa,Ratnagiri,Bus,711,7.91,89.89,Budget
6822,28,Lavasa,Ratnagiri,Train,1246,4.07,306.14,Economy
6823,28,Lavasa,Ratnagiri,Flight,6636,3.37,1969.14,Premium
6824,28,Lavasa,Ratnagiri,Own_Car,1758,7.37,238.53,Economy
6825,28,Lavasa,Ratnagiri,Bike,598,9.51,62.88,Budget
6826,28,Lavasa,Sindhudurg,Bus,621,8.3,74.82,Budget
6827,28,Lavasa,Sindhudurg,Train,1831,9.9,184.95,Economy
6828,28,Lavasa,Sindhudurg,Flight,2579,3.19,808.46,Economy
6829,28,Lavasa,Sindhudurg,Own_Car,4289,6.61,648.87,Standard
6830,28,Lavasa,Sindhudurg,Bike,1057,6.33,166.98,Economy
6831,28,Lavasa,Latur,Bus,501,7.69,65.15,Budget
6832,28,Lavasa,Latur,Train,1910,7.09,269.39,Economy
6833,28,Lavasa,Latur,Flight,6142,2.32,2647.41,Premium
6834,28,Lavasa,Latur,Own_Car,1595,5.02,317.73,Economy
6835,28,Lavasa,Latur,Bike,1443,6.45,223.72,Economy
6836,28,Lavasa,Osmanabad,Bus,442,7.52,58.78,Budget
6837,28,Lavasa,Osmanabad,Train,764,8.01,95.38,Budget
6838,28,Lavasa,Osmanabad,Flight,3009,1.72,1749.42,Standard
6839,28,Lavasa,Osmanabad,Own_Car,3156,5.04,626.19,Standard
6840,28,Lavasa,Osmanabad,Bike,1032,5.72,180.42,Economy
6841,28,Lavasa,Beed,Bus,459,5.73,80.1,Budget
6842,28,Lavasa,Beed,Train,1208,8.33,145.02,Economy
6843,28,Lavasa,Beed,Flight,4709,3.22,1462.42,Standard
6844,28,Lavasa,Beed,Own_Car,2330,4.67,498.93,Economy
6845,28,Lavasa,Beed,Bike,1224,11.99,102.09,Economy
6846,28,Lavasa,Jalgaon,Bus,990,8.15,121.47,Budget
6847,28,Lavasa,Jalgaon,Train,349,7.42,47.04,Budget
6848,28,Lavasa,Jalgaon,Flight,3563,1.41,2526.95,Standard
6849,28,Lavasa,Jalgaon,Own_Car,2211,3.86,572.8,Economy
6850,28,Lavasa,Jalgaon,Bike,515,5.52,93.3,Budget
6851,28,Lavasa,Dhule,Bus,848,6.76,125.44,Budget
6852,28,Lavasa,Dhule,Train,1573,8.47,185.71,Economy
6853,28,Lavasa,Dhule,Flight,4628,1.77,2614.69,Standard
6854,28,Lavasa,Dhule,Own_Car,1790,5.47,327.24,Economy
6855,28,Lavasa,Dhule,Bike,569,11.21,50.76,Budget
6856,28,Lavasa,Nanded,Bus,1046,7.99,130.91,Economy
6857,28,Lavasa,Nanded,Train,1441,6.15,234.31,Economy
6858,28,Lavasa,Nanded,Flight,2720,3.44,790.7,Economy
6859,28,Lavasa,Nanded,Own_Car,2014,9.6,209.79,Economy
6860,28,Lavasa,Nanded,Bike,905,10.1,89.6,Budget
6861,28,Lavasa,Parbhani,Bus,908,6.69,135.72,Budget
6862,28,Lavasa,Parbhani,Train,1322,3.86,342.49,Economy
6863,28,Lavasa,Parbhani,Flight,4675,1.36,3437.5,Standard
6864,28,Lavasa,Parbhani,Own_Car,3906,7.33,532.88,Standard
6865,28,Lavasa,Parbhani,Bike,832,5.41,153.79,Budget
6866,28,Lavasa,Akola,Bus,1597,7.57,210.96,Economy
6867,28,Lavasa,Akola,Train,1596,9.62,165.9,Economy
6868,28,Lavasa,Akola,Flight,3373,1.64,2056.71,Standard
6869,28,Lavasa,Akola,Own_Car,4775,5.04,947.42,Standard
